[29-Dec-2015 17:35:46 UTC] PHP Warning:  Phalcon\Loader::autoLoad(C:\sites\help_desk\app\controllers\ControllerBase.php): failed to open stream: Permission denied in C:\sites\help_desk\app\controllers\IndexController.php on line 5
[04-Jan-2016 11:24:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:31:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:32:32 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:33:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:37:16 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:37:18 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:37:19 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:37:58 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:38:00 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:40:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:46:41 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:46:42 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:47:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:47:06 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:49:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:49:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:50:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:50:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:51:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:51:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:55:31 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:57:25 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:59:38 America/Sao_Paulo] PHP Warning:  Phalcon\Mvc\View\Engine\Volt\Compiler::compileFile(C:\sites\help_desk/app/views/chamado/interagir.volt): failed to open stream: Permission denied in C:\sites\help_desk\public\index.php on line 31
[04-Jan-2016 11:59:38 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:59:45 America/Sao_Paulo] PHP Warning:  Phalcon\Mvc\View\Engine\Volt\Compiler::compileFile(C:\sites\help_desk/app/views/chamado/interagir.volt): failed to open stream: Permission denied in C:\sites\help_desk\public\index.php on line 31
[04-Jan-2016 11:59:45 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:00:27 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:00:30 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:01:41 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:01:42 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:02:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:02:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:04:47 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:04:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:04:59 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:05:00 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:05:43 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:05:44 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:08:32 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:08:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:08:59 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:09:00 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:16 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:21 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:23 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:38 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:11:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:12:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:12:53 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:13:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:13:25 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:15:00 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:15:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:15:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:15:45 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:16:27 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:16:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:19 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:41 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:17:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:23 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:25 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:27 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:27 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:30 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:18:32 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:19:20 America/Sao_Paulo] PHP Warning:  Phalcon\Mvc\View\Engine\Volt\Compiler::compileFile(C:\sites\help_desk/app/views/chamado/interagir.volt): failed to open stream: Permission denied in C:\sites\help_desk\public\index.php on line 31
[04-Jan-2016 12:19:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:19:22 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:19:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:24:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:24:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:25:13 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:25:15 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:25:18 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:25:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:27:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:27:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:27:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:30:12 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:30:14 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:31:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:31:06 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 12:31:15 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
